log_id,user_id,department,timestamp,resource_accessed,action,data_volume_mb,resource_sensitivity,is_planted_anomaly,anomaly_reason
6588,EMP049,HR,2026-06-17 09:38:49.052553,Recruitment_System,edit,1.41,9,0,
5896,EMP044,IT_Admin,2026-06-17 09:39:06.052553,User_Access_Manager,view,1.81,10,0,
3891,EMP031,Engineering,2026-06-17 09:39:30.052553,CI_CD_Pipeline,edit,0.5,6,0,
1145,EMP009,Finance,2026-06-17 09:41:27.052553,Tax_Records,edit,1.76,9,0,
4940,EMP037,Finance,2026-06-17 09:41:36.052553,Tax_Records,edit,0.53,9,0,
511,EMP004,HR,2026-06-17 09:43:15.052553,Employee_Records,view,1.48,9,0,
4943,EMP037,Finance,2026-06-17 09:43:55.052553,Tax_Records,edit,0.94,9,0,
2277,EMP019,HR,2026-06-17 09:44:34.052553,Recruitment_System,view,1.79,9,0,
2341,EMP020,Marketing,2026-06-17 09:47:27.052553,Campaign_Dashboard,edit,1.24,4,0,
707,EMP005,IT_Admin,2026-06-17 09:47:39.052553,User_Access_Manager,view,1.7,10,0,
4944,EMP037,Finance,2026-06-17 09:47:55.052553,Budget_Sheets,view,0.13,9,0,
173,EMP002,Finance,2026-06-17 09:48:33.052553,Tax_Records,download,7.04,9,0,
6057,EMP045,IT_Admin,2026-06-17 09:50:33.052553,Server_Logs,view,1.26,10,0,
366,EMP003,Engineering,2026-06-17 09:50:47.052553,Source_Code_Repo,view,0.84,6,0,
2836,EMP024,Marketing,2026-06-17 09:52:00.052553,Campaign_Dashboard,view,0.66,4,0,
1823,EMP015,IT_Admin,2026-06-17 09:53:22.052553,Backup_System,view,0.4,10,0,
4657,EMP036,HR,2026-06-17 09:54:35.052553,Recruitment_System,view,1.65,9,0,
4654,EMP036,HR,2026-06-17 09:55:32.052553,Employee_Records,view,1.89,9,0,
5672,EMP042,Engineering,2026-06-17 09:55:33.052553,Cloud_Infra_Console,view,1.73,6,0,
6054,EMP045,IT_Admin,2026-06-17 09:56:29.052553,Backup_System,edit,0.64,10,0,
4661,EMP036,HR,2026-06-17 09:57:32.052553,Employee_Records,download,7.6,9,0,
5504,EMP041,HR,2026-06-17 09:57:53.052553,Employee_Records,view,0.04,9,0,
3886,EMP031,Engineering,2026-06-17 09:57:57.052553,Cloud_Infra_Console,view,0.02,6,0,
3383,EMP028,Marketing,2026-06-17 09:59:45.052553,Campaign_Dashboard,view,1.66,4,0,
5502,EMP041,HR,2026-06-17 10:00:44.052553,Payroll_DB,view,0.92,9,0,
5895,EMP044,IT_Admin,2026-06-17 10:01:00.052553,Server_Logs,view,0.46,10,0,
2278,EMP019,HR,2026-06-17 10:01:36.052553,Employee_Records,download,19.55,9,0,
1990,EMP016,Marketing,2026-06-17 10:02:41.052553,Analytics_Portal,view,0.05,4,0,
4531,EMP035,Finance,2026-06-17 10:03:26.052553,Payroll_DB,download,13.49,9,0,
6053,EMP045,IT_Admin,2026-06-17 10:03:47.052553,Backup_System,view,0.48,10,0,
983,EMP007,Sales,2026-06-17 10:03:55.052553,CRM_System,view,1.35,6,0,
6745,EMP050,Marketing,2026-06-17 10:04:16.052553,Social_Media_Tools,view,0.29,4,0,
6056,EMP045,IT_Admin,2026-06-17 10:04:37.052553,All_Systems_Console,view,0.02,10,0,
6748,EMP050,Marketing,2026-06-17 10:05:07.052553,Social_Media_Tools,edit,0.77,4,0,
5677,EMP042,Engineering,2026-06-17 10:07:33.052553,CI_CD_Pipeline,view,1.6,6,0,
4662,EMP036,HR,2026-06-17 10:07:58.052553,Performance_Reviews,view,2.49,9,0,
6235,EMP046,Sales,2026-06-17 10:09:28.052553,Sales_Dashboard,download,9.61,6,0,
6049,EMP045,IT_Admin,2026-06-17 10:09:30.052553,User_Access_Manager,view,0.67,10,0,
6236,EMP046,Sales,2026-06-17 10:10:36.052553,CRM_System,view,0.08,6,0,
1360,EMP011,HR,2026-06-17 10:11:35.052553,Performance_Reviews,edit,1.51,9,0,
1680,EMP014,IT_Admin,2026-06-17 10:12:07.052553,User_Access_Manager,edit,0.86,10,0,
170,EMP002,Finance,2026-06-17 10:12:20.052553,Payroll_DB,edit,0.82,9,0,
984,EMP007,Sales,2026-06-17 10:12:32.052553,CRM_System,edit,1.47,6,0,
6589,EMP049,HR,2026-06-17 10:13:17.052553,Employee_Records,view,0.06,9,0,
5463,EMP040,IT_Admin,2026-06-17 10:14:12.052553,Server_Logs,view,1.78,10,0,
4652,EMP036,HR,2026-06-17 10:14:55.052553,Payroll_DB,view,0.83,9,0,
6584,EMP049,HR,2026-06-17 10:17:09.052553,Payroll_DB,view,1.32,9,0,
2831,EMP024,Marketing,2026-06-17 10:17:20.052553,Social_Media_Tools,view,1.63,4,0,
364,EMP003,Engineering,2026-06-17 10:18:04.052553,Source_Code_Repo,edit,0.67,6,0,
505,EMP004,HR,2026-06-17 10:19:30.052553,Employee_Records,view,0.28,9,0,
5899,EMP044,IT_Admin,2026-06-17 10:20:22.052553,All_Systems_Console,view,1.84,10,0,
1455,EMP012,Sales,2026-06-17 10:20:28.052553,CRM_System,view,4.62,6,0,
4339,EMP034,IT_Admin,2026-06-17 10:22:19.052553,User_Access_Manager,view,0.13,10,0,
3219,EMP027,Finance,2026-06-17 10:22:19.052553,Tax_Records,view,0.46,9,0,
4938,EMP037,Finance,2026-06-17 10:23:38.052553,Payroll_DB,view,0.82,9,0,
4341,EMP034,IT_Admin,2026-06-17 10:24:17.052553,User_Access_Manager,view,2.2,10,0,
5173,EMP038,Finance,2026-06-17 10:24:48.052553,Invoice_System,view,0.34,9,0,
3887,EMP031,Engineering,2026-06-17 10:24:49.052553,CI_CD_Pipeline,edit,0.81,6,0,
3218,EMP027,Finance,2026-06-17 10:24:49.052553,Budget_Sheets,edit,0.29,9,0,
6585,EMP049,HR,2026-06-17 10:26:03.052553,Payroll_DB,view,0.42,9,0,
3386,EMP028,Marketing,2026-06-17 10:28:15.052553,Campaign_Dashboard,download,19.08,4,0,
4335,EMP034,IT_Admin,2026-06-17 10:29:33.052553,Server_Logs,view,0.07,10,0,
2830,EMP024,Marketing,2026-06-17 10:30:06.052553,Analytics_Portal,edit,0.21,4,0,
368,EMP003,Engineering,2026-06-17 10:30:32.052553,CI_CD_Pipeline,download,17.71,6,0,
1148,EMP009,Finance,2026-06-17 10:31:35.052553,Payroll_DB,view,1.19,9,0,
504,EMP004,HR,2026-06-17 10:32:34.052553,Performance_Reviews,edit,0.68,9,0,
3387,EMP028,Marketing,2026-06-17 10:32:41.052553,CRM_System,edit,0.19,4,0,
1359,EMP011,HR,2026-06-17 10:33:42.052553,Payroll_DB,view,0.02,9,0,
23,EMP001,IT_Admin,2026-06-17 10:34:49.052553,User_Access_Manager,view,1.7,10,0,
704,EMP005,IT_Admin,2026-06-17 10:35:10.052553,Server_Logs,view,1.07,10,0,
5674,EMP042,Engineering,2026-06-17 10:37:19.052553,Bug_Tracker,view,3.38,6,0,
509,EMP004,HR,2026-06-17 10:37:30.052553,Payroll_DB,view,3.49,9,0,
1454,EMP012,Sales,2026-06-17 10:37:57.052553,Customer_Contracts,view,3.31,6,0,
5506,EMP041,HR,2026-06-17 10:37:59.052553,Recruitment_System,view,1.88,9,0,
1829,EMP015,IT_Admin,2026-06-17 10:38:47.052553,Server_Logs,edit,1.39,10,0,
3380,EMP028,Marketing,2026-06-17 10:38:56.052553,Analytics_Portal,view,2.69,4,0,
2835,EMP024,Marketing,2026-06-17 10:39:06.052553,CRM_System,view,0.53,4,0,
4656,EMP036,HR,2026-06-17 10:41:31.052553,Recruitment_System,download,2.83,9,0,
5358,EMP039,Engineering,2026-06-17 10:41:35.052553,Cloud_Infra_Console,view,1.26,6,0,
506,EMP004,HR,2026-06-17 10:43:07.052553,Performance_Reviews,view,0.72,9,0,
3573,EMP029,Finance,2026-06-17 10:43:14.052553,Payroll_DB,view,0.09,9,0,
2276,EMP019,HR,2026-06-17 10:43:48.052553,Performance_Reviews,edit,0.84,9,0,
6586,EMP049,HR,2026-06-17 10:44:21.052553,Employee_Records,view,0.74,9,0,
4340,EMP034,IT_Admin,2026-06-17 10:44:55.052553,Server_Logs,edit,1.79,10,0,
6746,EMP050,Marketing,2026-06-17 10:46:47.052553,CRM_System,view,2.49,4,0,
2339,EMP020,Marketing,2026-06-17 10:47:14.052553,CRM_System,view,0.25,4,0,
3217,EMP027,Finance,2026-06-17 10:48:07.052553,Invoice_System,view,1.79,9,0,
178,EMP002,Finance,2026-06-17 10:48:31.052553,Payroll_DB,edit,1.53,9,0,
3087,EMP026,Sales,2026-06-17 10:48:35.052553,Sales_Dashboard,edit,0.36,6,0,
3085,EMP026,Sales,2026-06-17 10:49:12.052553,Customer_Contracts,edit,0.62,6,0,
5673,EMP042,Engineering,2026-06-17 10:50:54.052553,Bug_Tracker,view,1.47,6,0,
6234,EMP046,Sales,2026-06-17 10:52:33.052553,CRM_System,download,6.41,6,0,
2213,EMP018,Engineering,2026-06-17 10:53:12.052553,CI_CD_Pipeline,edit,1.04,6,0,
503,EMP004,HR,2026-06-17 10:53:19.052553,Recruitment_System,view,0.2,9,0,
3388,EMP028,Marketing,2026-06-17 10:53:21.052553,Campaign_Dashboard,view,0.38,4,0,
2708,EMP023,Finance,2026-06-17 10:54:18.052553,Budget_Sheets,view,0.38,9,0,
181,EMP002,Finance,2026-06-17 10:55:30.052553,Payroll_DB,edit,0.16,9,0,
5678,EMP042,Engineering,2026-06-17 10:55:50.052553,Source_Code_Repo,edit,0.24,6,0,
3572,EMP029,Finance,2026-06-17 10:56:32.052553,Invoice_System,view,1.03,9,0,
5359,EMP039,Engineering,2026-06-17 10:56:42.052553,Source_Code_Repo,view,0.02,6,0,
1681,EMP014,IT_Admin,2026-06-17 10:58:30.052553,Backup_System,view,0.78,10,0,
6743,EMP050,Marketing,2026-06-17 10:58:34.052553,Campaign_Dashboard,view,0.03,4,0,
1279,EMP010,Finance,2026-06-17 10:59:21.052553,Budget_Sheets,edit,0.29,9,0,
4939,EMP037,Finance,2026-06-17 11:00:03.052553,Payroll_DB,view,4.0,9,0,
1983,EMP016,Marketing,2026-06-17 11:00:33.052553,Campaign_Dashboard,view,0.22,4,0,
2212,EMP018,Engineering,2026-06-17 11:00:38.052553,Source_Code_Repo,view,3.67,6,0,
1357,EMP011,HR,2026-06-17 11:04:13.052553,Employee_Records,view,0.61,9,0,
1988,EMP016,Marketing,2026-06-17 11:05:29.052553,Analytics_Portal,view,1.27,4,0,
1826,EMP015,IT_Admin,2026-06-17 11:08:31.052553,Server_Logs,edit,0.37,10,0,
2279,EMP019,HR,2026-06-17 11:09:21.052553,Performance_Reviews,download,21.2,9,0,
175,EMP002,Finance,2026-06-17 11:11:19.052553,Payroll_DB,edit,0.15,9,0,
2214,EMP018,Engineering,2026-06-17 11:16:22.052553,Bug_Tracker,view,0.14,6,0,
180,EMP002,Finance,2026-06-17 11:21:11.052553,Payroll_DB,view,2.99,9,0,
2211,EMP018,Engineering,2026-06-17 11:21:37.052553,CI_CD_Pipeline,view,1.81,6,0,
5671,EMP042,Engineering,2026-06-17 11:22:49.052553,CI_CD_Pipeline,view,0.68,6,0,
6524,EMP048,IT_Admin,2026-06-17 11:25:59.052553,Server_Logs,edit,0.17,10,0,
6230,EMP046,Sales,2026-06-17 11:26:16.052553,Sales_Dashboard,edit,0.07,6,0,
6240,EMP046,Sales,2026-06-17 11:27:02.052553,Pricing_Sheets,edit,1.66,6,0,
4342,EMP034,IT_Admin,2026-06-17 11:28:57.052553,User_Access_Manager,view,1.2,10,0,
3385,EMP028,Marketing,2026-06-17 11:29:29.052553,Campaign_Dashboard,edit,0.21,4,0,
2834,EMP024,Marketing,2026-06-17 11:29:31.052553,CRM_System,edit,0.13,4,0,
5890,EMP044,IT_Admin,2026-06-17 11:32:56.052553,All_Systems_Console,view,0.96,10,0,
6237,EMP046,Sales,2026-06-17 11:33:19.052553,Pricing_Sheets,view,0.69,6,0,
177,EMP002,Finance,2026-06-17 11:35:18.052553,Invoice_System,edit,2.35,9,0,
1456,EMP012,Sales,2026-06-17 11:37:57.052553,Customer_Contracts,edit,0.37,6,0,
4653,EMP036,HR,2026-06-17 11:38:50.052553,Recruitment_System,view,1.97,9,0,
1679,EMP014,IT_Admin,2026-06-17 11:40:42.052553,User_Access_Manager,view,2.06,10,0,
3216,EMP027,Finance,2026-06-17 11:42:30.052553,Tax_Records,view,0.54,9,0,
5891,EMP044,IT_Admin,2026-06-17 11:44:20.052553,User_Access_Manager,view,1.55,10,0,
510,EMP004,HR,2026-06-17 11:46:39.052553,Performance_Reviews,view,0.39,9,0,
3382,EMP028,Marketing,2026-06-17 11:46:55.052553,Campaign_Dashboard,view,0.72,4,0,
171,EMP002,Finance,2026-06-17 11:48:44.052553,Invoice_System,view,2.09,9,0,
507,EMP004,HR,2026-06-17 11:50:57.052553,Employee_Records,view,0.45,9,0,
5892,EMP044,IT_Admin,2026-06-17 11:50:58.052553,Server_Logs,edit,0.95,10,0,
174,EMP002,Finance,2026-06-17 11:53:12.052553,Tax_Records,view,0.24,9,0,
3381,EMP028,Marketing,2026-06-17 11:55:12.052553,Campaign_Dashboard,view,0.1,4,0,
3220,EMP027,Finance,2026-06-17 11:56:38.052553,Invoice_System,download,3.33,9,0,
20,EMP001,IT_Admin,2026-06-17 11:56:53.052553,Server_Logs,view,0.15,10,0,
5676,EMP042,Engineering,2026-06-17 12:14:31.052553,Source_Code_Repo,view,2.12,6,0,
6744,EMP050,Marketing,2026-06-17 12:19:30.052553,Campaign_Dashboard,download,0.27,4,0,
5897,EMP044,IT_Admin,2026-06-17 12:21:06.052553,All_Systems_Console,edit,1.13,10,0,
5183,EMP038,Finance,2026-06-18 06:00:40.052553,Budget_Sheets,view,0.36,9,0,
2000,EMP016,Marketing,2026-06-18 06:06:53.052553,Social_Media_Tools,view,0.73,4,0,
1282,EMP010,Finance,2026-06-18 06:18:45.052553,Tax_Records,edit,1.57,9,0,
5190,EMP038,Finance,2026-06-18 06:36:55.052553,Invoice_System,view,0.53,9,0,
377,EMP003,Engineering,2026-06-18 06:37:42.052553,CI_CD_Pipeline,download,1.92,6,0,
5509,EMP041,HR,2026-06-18 06:43:22.052553,Employee_Records,edit,1.04,9,0,
4949,EMP037,Finance,2026-06-18 06:50:19.052553,Tax_Records,download,1.2,9,0,
2158,EMP017,Marketing,2026-06-18 06:53:39.052553,Social_Media_Tools,edit,0.86,4,0,
5189,EMP038,Finance,2026-06-18 06:56:36.052553,Budget_Sheets,view,2.87,9,0,
5187,EMP038,Finance,2026-06-18 07:00:18.052553,Tax_Records,download,3.03,9,0,
2610,EMP022,HR,2026-06-18 07:01:34.052553,Employee_Records,edit,0.01,9,0,
6526,EMP048,IT_Admin,2026-06-18 07:03:15.052553,Backup_System,edit,2.4,10,0,
6756,EMP050,Marketing,2026-06-18 07:05:19.052553,Campaign_Dashboard,view,1.0,4,0,
5185,EMP038,Finance,2026-06-18 07:07:05.052553,Budget_Sheets,view,0.21,9,0,
1689,EMP014,IT_Admin,2026-06-18 07:07:20.052553,User_Access_Manager,view,1.76,10,0,
1048,EMP008,Sales,2026-06-18 07:07:31.052553,CRM_System,view,1.48,6,0,
4950,EMP037,Finance,2026-06-18 07:12:50.052553,Payroll_DB,view,1.45,9,0,
6058,EMP045,IT_Admin,2026-06-18 07:13:55.052553,Backup_System,edit,0.59,10,0,
2609,EMP022,HR,2026-06-18 07:14:46.052553,Recruitment_System,view,0.83,9,0,
6427,EMP047,HR,2026-06-18 07:17:35.052553,Recruitment_System,view,0.3,9,0,
6428,EMP047,HR,2026-06-18 07:21:10.052553,Performance_Reviews,view,1.14,9,0,
2841,EMP024,Marketing,2026-06-18 07:21:44.052553,Analytics_Portal,view,2.02,4,0,
2351,EMP020,Marketing,2026-06-18 07:24:33.052553,Social_Media_Tools,view,0.49,4,0,
5465,EMP040,IT_Admin,2026-06-18 07:27:50.052553,Backup_System,view,2.47,10,0,
6752,EMP050,Marketing,2026-06-18 07:28:31.052553,Analytics_Portal,view,0.12,4,0,
909,EMP006,IT_Admin,2026-06-18 07:36:35.052553,Backup_System,view,0.9,10,0,
3580,EMP029,Finance,2026-06-18 07:39:27.052553,Invoice_System,view,1.74,9,0,
1520,EMP013,Sales,2026-06-18 07:39:35.052553,CRM_System,view,2.11,6,0,
2350,EMP020,Marketing,2026-06-18 07:42:15.052553,Campaign_Dashboard,edit,4.42,4,0,
1690,EMP014,IT_Admin,2026-06-18 07:47:26.052553,User_Access_Manager,view,2.83,10,0,
2346,EMP020,Marketing,2026-06-18 07:50:48.052553,CRM_System,view,1.26,4,0,
1995,EMP016,Marketing,2026-06-18 07:55:25.052553,CRM_System,view,1.3,4,0,
5182,EMP038,Finance,2026-06-18 07:57:26.052553,Payroll_DB,view,0.54,9,0,
4117,EMP033,Sales,2026-06-18 07:58:11.052553,Customer_Contracts,view,0.37,6,0,
372,EMP003,Engineering,2026-06-18 07:58:18.052553,Bug_Tracker,view,0.13,6,0,
1693,EMP014,IT_Admin,2026-06-18 07:59:39.052553,Backup_System,view,0.52,10,0,
2344,EMP020,Marketing,2026-06-18 07:59:46.052553,Analytics_Portal,edit,0.88,4,0,
5188,EMP038,Finance,2026-06-18 07:59:58.052553,Budget_Sheets,view,0.33,9,0,
906,EMP006,IT_Admin,2026-06-18 08:03:06.052553,Server_Logs,view,0.07,10,0,
188,EMP002,Finance,2026-06-18 08:03:39.052553,Payroll_DB,download,2.12,9,0,
2608,EMP022,HR,2026-06-18 08:03:40.052553,Employee_Records,edit,0.82,9,0,
4003,EMP032,Sales,2026-06-18 08:05:30.052553,Pricing_Sheets,view,0.66,6,0,
913,EMP006,IT_Admin,2026-06-18 08:05:30.052553,All_Systems_Console,view,2.33,10,0,
3738,EMP030,Finance,2026-06-18 08:07:14.052553,Payroll_DB,edit,1.66,9,0,
3735,EMP030,Finance,2026-06-18 08:07:25.052553,Invoice_System,download,1.18,9,0,
6246,EMP046,Sales,2026-06-18 08:08:11.052553,Customer_Contracts,view,1.51,6,0,
719,EMP005,IT_Admin,2026-06-18 08:08:36.052553,Backup_System,view,0.81,10,0,
2009,EMP016,Marketing,2026-06-18 08:08:43.052553,Social_Media_Tools,edit,0.64,4,0,
1519,EMP013,Sales,2026-06-18 08:10:17.052553,CRM_System,view,0.04,6,0,
907,EMP006,IT_Admin,2026-06-18 08:12:26.052553,Server_Logs,edit,2.84,10,0,
6425,EMP047,HR,2026-06-18 08:12:43.052553,Payroll_DB,edit,0.57,9,0,
3730,EMP030,Finance,2026-06-18 08:14:04.052553,Payroll_DB,view,0.43,9,0,
3576,EMP029,Finance,2026-06-18 08:14:44.052553,Invoice_System,view,2.65,9,0,
5186,EMP038,Finance,2026-06-18 08:14:50.052553,Invoice_System,edit,0.85,9,0,
4111,EMP033,Sales,2026-06-18 08:14:54.052553,Customer_Contracts,edit,0.04,6,0,
5184,EMP038,Finance,2026-06-18 08:15:00.052553,Invoice_System,edit,0.51,9,0,
717,EMP005,IT_Admin,2026-06-18 08:15:19.052553,All_Systems_Console,view,0.1,10,0,
4951,EMP037,Finance,2026-06-18 08:15:54.052553,Tax_Records,view,1.44,9,0,
3733,EMP030,Finance,2026-06-18 08:16:43.052553,Budget_Sheets,view,0.81,9,0,
908,EMP006,IT_Admin,2026-06-18 08:19:15.052553,All_Systems_Console,view,1.1,10,0,
1521,EMP013,Sales,2026-06-18 08:22:35.052553,Pricing_Sheets,view,0.81,6,0,
5517,EMP041,HR,2026-06-18 08:22:36.052553,Payroll_DB,view,0.94,9,0,
4107,EMP033,Sales,2026-06-18 08:23:24.052553,CRM_System,view,0.65,6,0,
1055,EMP008,Sales,2026-06-18 08:23:45.052553,Sales_Dashboard,view,1.88,6,0,
6430,EMP047,HR,2026-06-18 08:25:02.052553,Recruitment_System,download,1.92,9,0,
1283,EMP010,Finance,2026-06-18 08:25:17.052553,Budget_Sheets,edit,0.6,9,0,
3581,EMP029,Finance,2026-06-18 08:25:18.052553,Budget_Sheets,download,2.07,9,0,
4952,EMP037,Finance,2026-06-18 08:25:56.052553,Budget_Sheets,edit,0.01,9,0,
1049,EMP008,Sales,2026-06-18 08:26:02.052553,CRM_System,edit,0.13,6,0,
1366,EMP011,HR,2026-06-18 08:26:48.052553,Performance_Reviews,edit,0.05,9,0,
3582,EMP029,Finance,2026-06-18 08:26:57.052553,Budget_Sheets,view,0.39,9,0,
2607,EMP022,HR,2026-06-18 08:26:57.052553,Recruitment_System,view,1.19,9,0,
2004,EMP016,Marketing,2026-06-18 08:27:40.052553,Analytics_Portal,view,0.32,4,0,
4534,EMP035,Finance,2026-06-18 08:28:11.052553,Invoice_System,view,0.93,9,0,
6597,EMP049,HR,2026-06-18 08:31:19.052553,Employee_Records,view,0.53,9,0,
6598,EMP049,HR,2026-06-18 08:31:40.052553,Payroll_DB,view,0.23,9,0,
6753,EMP050,Marketing,2026-06-18 08:32:12.052553,CRM_System,edit,1.65,4,0,
2007,EMP016,Marketing,2026-06-18 08:33:40.052553,CRM_System,view,0.7,4,0,
3090,EMP026,Sales,2026-06-18 08:33:58.052553,Sales_Dashboard,download,6.9,6,0,
2002,EMP016,Marketing,2026-06-18 08:36:38.052553,Analytics_Portal,view,0.09,4,0,
6242,EMP046,Sales,2026-06-18 08:37:32.052553,Customer_Contracts,view,2.79,6,0,
370,EMP003,Engineering,2026-06-18 08:41:11.052553,Source_Code_Repo,view,1.77,6,0,
374,EMP003,Engineering,2026-06-18 08:41:21.052553,Source_Code_Repo,view,1.29,6,0,
2845,EMP024,Marketing,2026-06-18 08:42:07.052553,Campaign_Dashboard,view,2.71,4,0,
1364,EMP011,HR,2026-06-18 08:42:10.052553,Performance_Reviews,download,12.71,9,0,
2709,EMP023,Finance,2026-06-18 08:43:08.052553,Budget_Sheets,view,0.27,9,0,
2606,EMP022,HR,2026-06-18 08:45:56.052553,Recruitment_System,edit,0.86,9,0,
3396,EMP028,Marketing,2026-06-18 08:45:59.052553,Analytics_Portal,view,0.56,4,0,
1688,EMP014,IT_Admin,2026-06-18 08:47:43.052553,Server_Logs,view,0.99,10,0,
515,EMP004,HR,2026-06-18 08:47:46.052553,Employee_Records,edit,0.96,9,0,
1518,EMP013,Sales,2026-06-18 08:49:28.052553,CRM_System,view,1.76,6,0,
1515,EMP013,Sales,2026-06-18 08:49:42.052553,Pricing_Sheets,view,0.53,6,0,
4674,EMP036,HR,2026-06-18 08:49:50.052553,Employee_Records,view,1.81,9,0,
5364,EMP039,Engineering,2026-06-18 08:50:30.052553,Source_Code_Repo,view,1.92,6,0,
1050,EMP008,Sales,2026-06-18 08:50:38.052553,Pricing_Sheets,edit,0.02,6,0,
185,EMP002,Finance,2026-06-18 08:50:39.052553,Invoice_System,edit,0.08,9,0,
5507,EMP041,HR,2026-06-18 08:51:10.052553,Employee_Records,edit,0.95,9,0,
6431,EMP047,HR,2026-06-18 08:51:43.052553,Payroll_DB,view,0.16,9,0,
5788,EMP043,IT_Admin,2026-06-18 08:54:10.052553,User_Access_Manager,edit,0.4,10,0,
1831,EMP015,IT_Admin,2026-06-18 08:54:27.052553,User_Access_Manager,edit,1.22,10,0,
1053,EMP008,Sales,2026-06-18 08:54:29.052553,Pricing_Sheets,view,0.43,6,0,
714,EMP005,IT_Admin,2026-06-18 08:54:29.052553,User_Access_Manager,edit,0.62,10,0,
2710,EMP023,Finance,2026-06-18 08:54:39.052553,Tax_Records,view,0.73,9,0,
3578,EMP029,Finance,2026-06-18 08:54:39.052553,Invoice_System,edit,2.67,9,0,
4947,EMP037,Finance,2026-06-18 08:55:23.052553,Budget_Sheets,edit,1.11,9,0,
6247,EMP046,Sales,2026-06-18 08:56:54.052553,Sales_Dashboard,download,11.22,6,0,
3093,EMP026,Sales,2026-06-18 08:57:52.052553,Pricing_Sheets,view,0.5,6,0,
6595,EMP049,HR,2026-06-18 08:58:02.052553,Performance_Reviews,view,0.57,9,0,
6889,EMP047,HR,2026-06-18 09:00:58.248860,Employee_Records,view,7.49,9,1,Rapid-fire access — 8 records accessed within 12 minutes
912,EMP006,IT_Admin,2026-06-18 09:01:13.052553,User_Access_Manager,edit,2.07,10,0,
6890,EMP047,HR,2026-06-18 09:02:28.248860,Payroll_DB,view,5.16,9,1,Rapid-fire access — 8 records accessed within 12 minutes
1692,EMP014,IT_Admin,2026-06-18 09:03:56.052553,Backup_System,view,0.04,10,0,
6891,EMP047,HR,2026-06-18 09:03:58.248860,Performance_Reviews,view,2.82,9,1,Rapid-fire access — 8 records accessed within 12 minutes
5791,EMP043,IT_Admin,2026-06-18 09:04:01.052553,All_Systems_Console,edit,1.43,10,0,
191,EMP002,Finance,2026-06-18 09:04:10.052553,Payroll_DB,view,0.19,9,0,
6062,EMP045,IT_Admin,2026-06-18 09:04:53.052553,Backup_System,edit,1.36,10,0,
6892,EMP047,HR,2026-06-18 09:05:28.248860,Performance_Reviews,view,5.44,9,1,Rapid-fire access — 8 records accessed within 12 minutes
4667,EMP036,HR,2026-06-18 09:06:20.052553,Recruitment_System,view,1.53,9,0,
3577,EMP029,Finance,2026-06-18 09:06:43.052553,Invoice_System,edit,1.52,9,0,
6893,EMP047,HR,2026-06-18 09:06:58.248860,Recruitment_System,view,2.55,9,1,Rapid-fire access — 8 records accessed within 12 minutes
2840,EMP024,Marketing,2026-06-18 09:07:03.052553,Social_Media_Tools,view,1.34,4,0,
3397,EMP028,Marketing,2026-06-18 09:07:06.052553,Campaign_Dashboard,edit,0.77,4,0,
6593,EMP049,HR,2026-06-18 09:07:13.052553,Recruitment_System,view,0.02,9,0,
5790,EMP043,IT_Admin,2026-06-18 09:08:00.052553,Server_Logs,edit,0.62,10,0,
6894,EMP047,HR,2026-06-18 09:08:28.248860,Performance_Reviews,view,3.22,9,1,Rapid-fire access — 8 records accessed within 12 minutes
6059,EMP045,IT_Admin,2026-06-18 09:08:29.052553,User_Access_Manager,view,0.44,10,0,
6061,EMP045,IT_Admin,2026-06-18 09:09:30.052553,All_Systems_Console,view,0.09,10,0,
6895,EMP047,HR,2026-06-18 09:09:58.248860,Performance_Reviews,view,2.19,9,1,Rapid-fire access — 8 records accessed within 12 minutes
3089,EMP026,Sales,2026-06-18 09:10:04.052553,Customer_Contracts,view,0.28,6,0,
6896,EMP047,HR,2026-06-18 09:11:28.248860,Recruitment_System,view,5.08,9,1,Rapid-fire access — 8 records accessed within 12 minutes
3727,EMP030,Finance,2026-06-18 09:12:52.052553,Budget_Sheets,view,1.87,9,0,
1996,EMP016,Marketing,2026-06-18 09:13:10.052553,Analytics_Portal,edit,0.9,4,0,
5793,EMP043,IT_Admin,2026-06-18 09:13:10.052553,Server_Logs,view,0.36,10,0,
1368,EMP011,HR,2026-06-18 09:13:24.052553,Recruitment_System,view,0.93,9,0,
189,EMP002,Finance,2026-06-18 09:13:40.052553,Invoice_System,view,1.1,9,0,
4668,EMP036,HR,2026-06-18 09:13:46.052553,Payroll_DB,view,1.14,9,0,
1691,EMP014,IT_Admin,2026-06-18 09:14:04.052553,Backup_System,view,0.13,10,0,
2348,EMP020,Marketing,2026-06-18 09:14:54.052553,Social_Media_Tools,view,2.23,4,0,
184,EMP002,Finance,2026-06-18 09:15:07.052553,Budget_Sheets,edit,0.4,9,0,
6241,EMP046,Sales,2026-06-18 09:15:28.052553,Pricing_Sheets,download,0.3,6,0,
3092,EMP026,Sales,2026-06-18 09:15:45.052553,Pricing_Sheets,view,0.22,6,0,
3584,EMP029,Finance,2026-06-18 09:16:45.052553,Tax_Records,view,1.92,9,0,
5515,EMP041,HR,2026-06-18 09:17:11.052553,Performance_Reviews,download,2.24,9,0,
6751,EMP050,Marketing,2026-06-18 09:18:00.052553,Social_Media_Tools,view,1.85,4,0,
